reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,sortOrder,appId,
e7b50525-598c-469d-a628-6b99d7aa1278,Anyssa Castillo,https://play-lh.googleusercontent.com/a-/ALV-UjWdLKZZdILq6XjPc50QlXSU3OqDr6t0u1aMcIgn-GluK7BV6-NL,"I don't know what has happened, but as of recently, I cannot have a video call without it reconnecting at least 5 times and the call dropping. I'm connected to strong wifi, and nothing has changed, so I don't understand why I'm having these issues now. It's extremely frustrating and makes communicating almost impossible. It is taking all my self-discipline to not get disrespectful and unleash a slew of profanity.",1,3370,2.24.3.81,,,most_relevant,com.whatsapp,
62955870-f0a2-4236-a4bc-4035ae2a4b56,Andrew Terentyev,https://play-lh.googleusercontent.com/a/ACg8ocJ257K2DUjCK_aUIWalJ5ckWTTdCBw3UKDCEK3LonrslEzapw=mo,"Backups and account management are well understood in computing, how on earth can a massively funded company not figure out how to reliably get app data from one device to another when switching devices???? It's EMBARRASSING how unreliable ""backup"" is, and how utterly awful the handover is when switching sims between phones. Shameful that people continue to use this.",1,1662,2.24.3.81,,,most_relevant,com.whatsapp,
367017e1-f269-4413-ba82-cfe36eac167c,Not You,https://play-lh.googleusercontent.com/a-/ALV-UjVXzKbMIDeB0JH8dMuaChSQpqPG7MFNPKiB54aum1-pw00_t8ba,"The calling feature on a Note 20 Ultra really sucks. I have two phones, a note 20 and a note 8. I rarely have problems with a video call freezing up or dropping on the note 8, but it does it all the time on the note 20 to the point where it's almost impossible to make a video chat call without it freezing up or the call dropping. It's a good thing I have two phones, but I find it odd that this app works better on my old note 8 than it does on my note 20. They're both on the same network too.",1,3963,2.24.5.76,,,most_relevant,com.whatsapp,
95c8c683-ab94-4f9d-bc2c-ab1f52ed514f,Gal,https://play-lh.googleusercontent.com/a/ACg8ocJhla8YT3uZU10qlOVM2vPr0LtwlROzTsJOq6_yNqvfUKf2bw=mo,"The updates tab is so annoying. Every time you wanna go to calls, you swipe from chats to calls passing by the channels section (which is located exactly where your fingers are naturally) which prevents you from navigating to calls tab. Instead it stops at updates tab and scrolls through channels section. Please allow to remove updates tab all together. Never used it and never want to. Also the new navigation bar at the bottom is super annoying. Please revert back to original design",1,63,2.24.5.76,,,most_relevant,com.whatsapp,
de374976-b293-402a-93e4-dff77d38a95d,Clay Wizz,https://play-lh.googleusercontent.com/a-/ALV-UjW65z6QsJGGUCmhMzEgvD57fK5oLRO7k3HNWi2sBcSXliY0jI1K,"Apart from the normal features this app is a bum. I no longer have the ability to see deleted messages, can't view a status without been seen and several other tweaks that whats app plus had. It's like I went back in time. If your gonna take away a good platform atleast give us something to work with not just the basics. I hate this app now!!!",1,529,2.24.4.76,,,most_relevant,com.whatsapp,
5403cc87-f904-4f13-ac11-f78efd7035fb,Evwon Kurios,https://play-lh.googleusercontent.com/a/ACg8ocKEh4hxTLmvqs5-SIRmIAndqeKNP9aWCDuLGr_TrGfC9umoNw=mo,"Backup/phone transfer system is HORRIBLY BROKEN!!!! I scanned the QR code. It gave me an error, ""there was a problem"". Okay, how about we try again... It won't let me. It just went through the setup. I tried force closing the app and what not trying to get it to start over. However every screen it gives me advances the setup process. No way to try the code again. My old phone was immediately logged out of Whats App aswell so I assume all the media data is gone now..... I am extremely angry & sad",1,1218,2.24.4.76,,,most_relevant,com.whatsapp,
8538fd48-0e95-4112-88a5-fe51dc04df99,Viwe Nqandela,https://play-lh.googleusercontent.com/a/ACg8ocLhjk6rrOUS2LJNP-dR59JTBM_KBEfqdKXOBphYCDbOc2oIHw=mo,"I hate the new update. It shuts down other apps. I can't make calls or see caller id, after updating. Recently, did a factory reset and everything was fine... BUT after downloading this version again, my other apps are malfunctioning 💩🚮 These fancy themes and extra features (community, channels, etc) are unnecessary. They should be on a WhatsApp business app. I just want to send messages, documents and pictures and also receive them. PERIOD!!",1,227,2.24.8.85,,,most_relevant,com.whatsapp,
703852e6-2975-4c59-b15f-39f734c3163f,Charm Hollie,https://play-lh.googleusercontent.com/a/ACg8ocLXEQvcYNdScXhw3vPdl4H51tv0TbxTaAys8b4efF1qV-U7yA=mo,"NEW AI META is manure. The app was brilliant until you added this with the latest update. It is constantly in the way on the Chats and Updates screens. I don't know what to use it for. I feel the same about Communities. I will never use it, as I don't have the need for it. I like the ribbon tabs at the bottom, that is good. I can understand that a lot of people like and use the new AI and Communities features. PLEASE offer an option within the settings to disable the features if you want to.",1,4395,2.24.8.85,,,most_relevant,com.whatsapp,
484d697e-bcae-43cc-9215-1de8de4b1df3,Hash,https://play-lh.googleusercontent.com/a/ACg8ocJNcC6NJWntd40KPx4yIp9QhSeTC-Abwjr2n19KwxsMLIw2uw=mo,"It was a great app but after the update, it became the worst app ever. I always get banned without doing anything and after then I cannot login 'cause it doesn't send any SMS for the verification. The last issues is about the the color, the color combination before the update was far and wide better than the recent. Looking forward for your cooperation in fixing these issues.",1,305,2.24.8.85,,,most_relevant,com.whatsapp,
61a08980-7398-47b9-82fe-9b04e9122d66,Lethe Binte Shafa,https://play-lh.googleusercontent.com/a/ACg8ocIc0mvcu4CVw12AUILjuyPmNJQS6vwukgMVtgld0TQxkVhjlA=mo,"This app is good enough for communication and has a good sequrity system. But most of the time when I call someone, despite having a good network around me, it shows poor connection and sometimes it started reconnecting. When someone call us it is hard to receive their call, because it works slowly most of the time. When we send someone any message, despite having a good network service around me, the message doesn't get throught ti them. Pleas ework on that.... 🙏🙏🙏🙏",1,345,2.24.8.85,,,most_relevant,com.whatsapp,
9be8c981-6daa-439f-b925-818f5d95d853,Bee,https://play-lh.googleusercontent.com/a-/ALV-UjUuEWOpDbh9SIni29gKt9WZfE0gB-PP9uV7URPMKuFjB61fFgABAw,"They are changing too much, too quickly. The green colour on the send button ect. was fine and then they made it into an ugly neon green. The fingerprint lock was changed and has started glitching, making us stuck on the ""Unlock"" screen. Why was this even changed? It was perfect and better before. People are turning to fakes to get the older versions back. Listen to the consumers.",1,2880,2.24.8.85,,,most_relevant,com.whatsapp,
9cb1a29a-d805-45a8-a5b5-e6ee5af1cac2,Siya Mdingi,https://play-lh.googleusercontent.com/a-/ALV-UjWLkyO7EHXC6vtTNfENksmJEdw3M_kJu7cS7pf-a677NSH_hRDR,"This ""new"" colour scheme is not fun to look at from a UI perspective. The white background used for light mode is VERY white and hurts to look at, and the dark background in dark mode is also too saturated, and also hurts to look at. It's not a function of the phone screen brightness; your colour contrast is too intense, making everything jarring to look at. Just go back to the original UI. Edit: GREATLY dislike the Meta AI function. Zero stars.",1,307,2.24.8.85,,,most_relevant,com.whatsapp,
24f9b706-6484-468a-8458-570c08806358,Izabela F,https://play-lh.googleusercontent.com/a-/ALV-UjUJWLkQG6dwUMsjvFnP4CLcbxvNnj8Bm_CP4bFEeptlQMSRbeZi,I used to really enjoy WhatsApp until its recent changes. The interface has gone from neat and minimalistic to chunky and crude. The AI that cannot be turned off is a frustrating imposition. I hope enough people will complain for this feature to at least be made optional if not removed. Would very much appreciate users having choice between previous and updated interface too. That would be truly a user-friendly app.,1,483,2.24.8.85,,,most_relevant,com.whatsapp,
5e4a172d-07c2-4615-92be-f670a9d3228f,Kairav Bansal,https://play-lh.googleusercontent.com/a-/ALV-UjV8CTSuUReBm4-hzG8_-9wdldy6s4W-7GVUG58MEYxycz3gfmR1MQ,"The recent update, which moved the navigation bar to the bottom, is not desired by anyone. Another problem is recent change in the colour scheme of the application , it is very uncomfortable to our eyes. Additionally, repositioning the search bar to its previous location would be beneficial, as it is inconvenient to scroll to the top of chats to access it. Instead of altering the interface, focus on adding features without disrupting the layout. Certain elements are best left unchanged.",1,29197,2.24.8.85,,,most_relevant,com.whatsapp,
d69eac0b-ffa0-4b62-b6ed-459b4338e463,Sean C,https://play-lh.googleusercontent.com/a-/ALV-UjVWL3dahPP_JqGWaRB8WSAm6KcMKUflTv3PynETw7n1zrBasj0,"I have been using whattsapp for years and have always had a great experience. However, in recent times, with the edition of channels and meta AI, I no longer get the basic and optimized functionality that I always appreciated from whattsapp. Instead I get a bundle of services including things I don't want from my messaging app. It would be great if it was possible to disable some of these features or if you could create a whattsapp lite.",1,9953,2.24.8.85,,,most_relevant,com.whatsapp,
8b958730-896d-40f8-b6e9-808ff99121df,Marijana von B,https://play-lh.googleusercontent.com/a-/ALV-UjVn8cFLSqOhQKibe6BAGbwwtq5BorBxiMCOdfZuG1a88b92hKo,"• Updated icons and illustrations • Updated colors. The navigation bar at the top of the screen is now white Why? Colors are to bright now. It bothers my eyes if I look at wa screen for too long. The navigation bar at the top of the screen is now white, so that it blends in with the color of the phone and received messages, it's unreadable. I don't like this new update at all. Whats app is in general good, but this updated is just bad.",1,594,2.24.8.85,,,most_relevant,com.whatsapp,
0d3c1050-ad8f-47f6-ad11-333a221ee684,Lhene Bierman,https://play-lh.googleusercontent.com/a/ACg8ocJucx54wyUprAB10EnGEAflzXDqrNvxB_E7Yzp9F9WeVr9SRA=mo,"Please stop updating the app! No one likes it. Search bar takes up too much space on your screen, the new send button color is awful, and looks like an app where you need to watch an ad every time you want to press a button. The fact that you changed the chat, status and call bar to the bottom, makes it even worse. No one watches anyone's statuses anymore because of that. When I'm in a hurry trying to call someone it feels like i need a tutorial first. Verry irritating. Absolutely loved previous",1,1213,2.24.7.81,,,most_relevant,com.whatsapp,
a8517e26-b334-4a18-b288-30bb4ed0f88e,Zofia Bogumiła Piętak,https://play-lh.googleusercontent.com/a-/ALV-UjVAQp6uAIfsfavyN43UyDMz8d7k7bcl42S51TNbkQv7LcNmrl7F,"Interface changes are forced on users instead of giving us options and settings to customise. I always make lists with dashes and now I can't - we're forced to use bullet points that come with ridiculous tabulation, moving the bullet and the word to the right part of the screen, living the left part empty: with huge spaces before and after the bullet, making it impossible to write lists. I also hate your bottom bar with passion. Support does not answer tickets. I'm switching to another app.",1,2328,2.24.8.85,,,most_relevant,com.whatsapp,
8b1e2e39-dff2-41f7-815c-f0ba76002b92,Denis Patrice,https://play-lh.googleusercontent.com/a-/ALV-UjX6i41wQcJzDAJvE-7v2gJZcJRMQNz0uqv5z42Q4Lz8sUOUaok,"Overall... OK. What else anyway... One serious discomfort: the messenger does not scroll to the last message when opening a conversation, and this is pretty uncomfortable. The new white GUI is not better nor worse than the old blueish one. It just keeps indicating the ""status has moved"" without being tired of it, which is pretty annoying. Even after having been clicked.",1,656,2.24.8.85,,,most_relevant,com.whatsapp,
099572ca-472e-401d-a77f-8865a7e321c6,Howard Walker,https://play-lh.googleusercontent.com/a-/ALV-UjXre-BeheqJBdOWX4wRhsHtMRtgwpUzu9pDAWq3BfDV66BmcgY,Great until it needs backing up. Mine has been doing this for the last week with no success. Now it's compmletely unuseable. no obvious way of deciding which person called you. dozens of old calls shown but none that are relevant. some going back months. no way to split old calls from new. looks like it's from the Facebook messenger team which suffers from the same problems. Best to forget it. channels don't work.,1,627,2.24.8.85,,,most_relevant,com.whatsapp,
5a6d34e3-b168-4b79-8b9a-461e8797adb3,Noninzi Majikija,https://play-lh.googleusercontent.com/a/ACg8ocLl3o2Ll-tLye_FV6x54LDnurTtGOvYEQO5bnY7kzJbHcym9Q=mo,"I am so fed up. WhatsApp is a virus on my phone at this point. It keeps taking up all my storage. Taking up gigabytes of space within a few hours. I've attempted to report the issue via the Help>Contact us channel on the app, and received nothing but an AI reply. I am angry and frustrated. I've lost important media and correspondence from the last week. I've gone through the effort of recording the experience so that the developers can resolve issue, but no help is provided. Ill apreciate your.r",1,3009,2.24.7.81,,,most_relevant,com.whatsapp,
e10741dd-0aae-4960-bcd4-c0189a8646bd,Saransh jain,https://play-lh.googleusercontent.com/a/ACg8ocLalJcrCdXURSahd8pOSeLYhi-Q6lRC70rNbyRkQrOSRQzJtg=mo,"I lost all my messages because of 1 mistake. I accidentally clicked on skip restore while installing it on my new phone. Then it just backed up the new messages which overrided the previous backup file. I had thousands of important starred messages, audio notes, and so many memories. All because of an accidental tap to which there's no prevention or correction. For you guys it's all tech but they were really important messages for me. Thanks for nothing.",1,14014,2.24.7.81,,,most_relevant,com.whatsapp,
3b8f7bfa-2734-4ae3-aefc-8f3f00804f3d,Thomas Bachrach,https://play-lh.googleusercontent.com/a-/ALV-UjXQw9gc--YnrMNxyMFcQX3KCUaNFohekMgZY5a_-A9IaXDQVmlv,"The programming on this app seems genuinely confused - as though it's written by several people who didn't talk to each other. A basic function like transferring messages from one device to another is pretty much impossible because it asks for things (QR code) that the app doesn't provide. Everything is made to irritate the user - if it doesn't work the first time, you have to wait for an unspecified amount of time. Has worrying implications for the quality of security.",1,4,2.24.8.85,,,most_relevant,com.whatsapp,
6896cfea-5959-4bfd-b15a-2083775cf26d,Arka Saha,https://play-lh.googleusercontent.com/a-/ALV-UjXdYG1pGKxecAgTns8WtMb1m9jWHQgg-_LQP0c-VUvY0VfB9lVciQ,"One of the most useless messaging apps I've ever seen in my life. The more it gets updated the more it gets degraded. Even though it has enabled the option to add multiple WhatsApp account, but still you can't do it properly. It won't let you restore your previous backed up chats. It's interface is getting more complicated and extremely annoying. If things are not gonna change then I guess I'll have to delete this bogus app.",1,17644,2.24.7.81,,,most_relevant,com.whatsapp,
3592ce62-a915-4ce1-8a19-1d1ae0e04db8,Юрий К,https://play-lh.googleusercontent.com/a-/ALV-UjVINHyi3lSg-YLF44Fu3HxyiOLQqfi9XCn5zw1QT9CEf0Ja2tou,"Why would anyone capitalize ""online"" and ""typing"" status? Now it visually clashes with the person name and looks like a last name. Ridiculous, don't do this. Also, don't change the UI in general, since it breaks the UX. For example, the Chats/Status/Calls tabs were moved to the bottom, now it's difficult to reach the top chats - while being on the top it wasn't a problem because you could just swipe.",1,5649,2.24.7.81,,,most_relevant,com.whatsapp,
c43fa3ed-d928-455e-9d1d-98a7afb093f5,Imran Ali,https://play-lh.googleusercontent.com/a-/ALV-UjUPaSehJ6ptl_iQvhTif2h33OKnvKI-WZz7HpjsCWAIvtQWsLjg,"It is amazing app and has huge amount of users across the globe. Anyhow, they are keep changing the layout for no reasons and specific improvements, rather making it a bit slow and irrsponsive on loads. The meta AI feature seems useless to me here. Also, it significantly degrade pictures quality upon sharing, I am not sure if the HD uploading will work.",1,4626,2.24.8.85,,,most_relevant,com.whatsapp,
d847d54c-1ca4-43ab-8371-b1ab1eaafdb6,Alexa Brosseau,https://play-lh.googleusercontent.com/a/ACg8ocKcygDv8IfZQ-sMVxz2z5X5atT3Iifanz13PiuNwrM5qrddaA=mo,"Used to love this app. Recent changes are unnecessary and annoying. Why change displays that people have grown accustomed to? And when will the meta ai toggle off button become available because i do not need this feature, nor do i want to see it. Video call and voicecalls remain only ok. Theyve never been amazing quality. So with the recent facelift I am considering using a different app. It seems the efforts towards improvement are focused on the wrong things.",1,851,2.24.8.85,,,most_relevant,com.whatsapp,
8a54e749-f0b8-4fb1-a48b-5a09560505fb,Prerak Garg,https://play-lh.googleusercontent.com/a-/ALV-UjXxJFCQTId1Ah9a4346FCCD028Tplwhc570o4zts1tA-yquiwE,"The recent update has made the experience awful. No one needed that update. The shift of the navigation buttons, and search bar is unwanted. The app now looks very ugly, and has disappointed us a lot. It would be better if there was no update like that. The company is changing its layout and UI again and again, which further makes the app look ugly.",1,782,2.24.8.71,,,most_relevant,com.whatsapp,
a6afd038-94d9-4901-9651-00ac424fadff,Andrew Kawuma,https://play-lh.googleusercontent.com/a-/ALV-UjUXcQsBGFfWAd2vTA1ZoFpX6Jrp3ncPPRJLgxCFc5-8JgmIno5z9g,"WhatsApp has been one of the most convenient and efficient apps made, atleast until the new update. The most recent update has come with so many challenges. The new WhatsApp is slow and crashes all the the time. It no longer stays logged in with the desktop and once logged in, it significantly slows down the entire phone. The search bar is also inconvenient to access. @WhatsApp team please allow the option to return to the previous version.",1,178,2.24.8.85,,,most_relevant,com.whatsapp,
b954e13a-195c-4f81-9842-88969fea6d4f,Ibhade Umane,https://play-lh.googleusercontent.com/a-/ALV-UjUypg8FZgEzF-xpb_-X2crHoTuPqyMtd87IEE-QCrAuFTXrx15TPA,"WhatsApp used to be a great space to talk to friends and family, but of recent, it's becoming extremely distracting to use. Starting with the channels, and now the AI assistant. Please remove these updates. All I want is just an app to chat, without unnecessary distractions. Keep that for instagram. Or at least give us an option to turn them off!",1,4454,2.24.8.85,,,most_relevant,com.whatsapp,
dd4c9afa-06a0-40d8-a6b9-debeefeba9b7,Ashirwad Bhol,https://play-lh.googleusercontent.com/a-/ALV-UjVZlRMmHspvfrVB1_bEWEbgVq1RB8lrsnV1453SWBIVrpDVWYnP,"Fix the glitches as soon as possible, it's pointless, if you keep on adding features but unable to maintain the proper functioning of the system......please work on that.... Maintaining the features, is important. Glitch, for example I am sending a text but the clock timer symbol at the corner is not changing into the.... Tik symbol, (even if my internet connection is strong)",1,27169,2.24.8.81,,,most_relevant,com.whatsapp,
6e4be8c4-1854-45ee-805a-e371a8a13ae7,Alexander Cozzolino,https://play-lh.googleusercontent.com/a-/ALV-UjVraepnxL2GI6JrSTkHde6L7v7VGYG5eSsl6BjqbxIU9X1DgZAe,"Whatsapp is one of the few apps that I genuinely love. It's easy to use, streamlined, and very reliable. Unfortunately, the latest update has added a very annoying Meta AI search bar at the top of the app. Frustratingly, this bar cannot be removed. Even worse, I asked the Meta AI function (my first interaction with Meta AI) how to hide the bar and it provided an incorrect answer. It couldn't even get such a basic detail right! It goes to show why I'm justified in wanting the bar removed.",1,423,2.24.8.85,,,most_relevant,com.whatsapp,
345e59db-b295-4f7a-81ed-9358ceeead62,shan r,https://play-lh.googleusercontent.com/a/ACg8ocIDf2rOq064103uJLI4MOxbieP2WKPuVqNWel0PAs5al1e_ug=mo,"having troubles with the quality of video calls lately. it keeps on lagging and sometimes showing poor connection wherein we have fiber wifi connection. have done video calls outside of Whatsapp to see if it will result the same, but nope and results are doing perfectly good. but when it comes with Whatsapp video calls, it isn't. it hasn't been like this before.",1,1057,2.24.7.81,,,most_relevant,com.whatsapp,
4e954878-c3e8-4e2f-8a38-f64dd70ff4f8,ryu,https://play-lh.googleusercontent.com/a-/ALV-UjW76WrHM5iYWGIPcbrtybwDNCJByAmQNnXfEdLQL3e99lL4gxUAMw,"the app works fine but i have trouble understanding what the need is to constantly update how everything looks. as an autistic individual i find this very frustrating & i wish they wouldn't change the colour schemes, or at least have an option for the old ones, as the new ones hurt my eyes. the new light mode is almost solid white everywhere, making it incredibly bright & the new dark mode is awful to look at. the green is too bright & the grey is too dark, it looks radioactive. please fix this.",1,737,2.24.8.85,,,most_relevant,com.whatsapp,
bf84c223-dc99-4304-88e8-65a22418ff90,Service Plus,https://play-lh.googleusercontent.com/a-/ALV-UjWKFBOzUxydTBcPBILZBWCfD_LQ5krESbHxsWWHMOAOxR5XkX4IKA,"Date stamp and timestamp Why doesn't the app have datestamp and timestamp on every message sent and received? It should, now that would be a convenient feature to have, instead of scrolling all the way up to find the date of a message. All of the convenient features that are actually useful, they don't put it on the update but annoying features they have no problem with, give your heads a shake and think of the end user and what we really want.",1,365,2.24.8.85,,,most_relevant,com.whatsapp,
8f6fbf15-42d9-44b3-b044-32726fb2f9a9,Aditya Surve,https://play-lh.googleusercontent.com/a-/ALV-UjU5Vsyk1JBcy3IE7WQcBhdlMCyMwdYVpveKy6fw3YIlxN882u0Y,"Android 14 S23 Ultra: In the whatsapp status, in the 3 categories of ""who can see my status updates,"" when we try to filter the contacts, there is a button on top right to select or unselect all. But that button disappears when we have a search term, and let's say there are 50 contacts with that search term. It would be a lot easier and less time-consuming to have a button along with a search term as well to select or unselect a group of contacts having the same searched term in their names",1,3,2.24.8.85,,,most_relevant,com.whatsapp,
3b054514-b084-428e-b4ea-f223cfa282d7,Madhan,https://play-lh.googleusercontent.com/a-/ALV-UjU8wCejEVXNtu9FEiXkxOxlqnkELMyLivCbjPSYIiYA1QzrjJ5jyg,"There is a weird bug that closes whatsapp automatically every time we open and connect to the internet. If it is not connected to the internet, it is functioning fine. But what's the use. I checked all over the internet, and many have been facing this issue for the past 3 years. Clearing the cache or reinstalling the whatsapp doesn't fix this. The most frustrating thing is that customer support stopped replying once i mentioned i tried all the fixes.",1,7505,2.24.8.85,,,most_relevant,com.whatsapp,
9e96052f-b836-46d3-9740-30fcf51e8b4a,Carole Lang'at-Fortune,https://play-lh.googleusercontent.com/a-/ALV-UjXD88Ms-n2KYxtye-0RH7n3WLYoDRlLP9PD_LEV2A5fjcBmYcqb8A,"Frustrating - I have previously been able to take screenshot of messages and photos, but suddenly, I have just tried to take a screenshot, but I got the error message stating that 'WhatsApp' doesn't support it! Why all of a sudden! On contacting the help centre, they claimed that they don't support such queries, then they sent me a link to their FHQs!",1,737,2.24.7.81,,,most_relevant,com.whatsapp,
17523937-6f1c-4b58-98f9-e32a0b44d44a,Thelma Mary Ikalumhe,https://play-lh.googleusercontent.com/a/ACg8ocIDypq8HQVNbv-culJp4gncWdWOxSaNAnvIHpa8marw60KjKg=mo,"This app is good but gives me problems anytime there is an update. I don't know if it's only on my phone; It stops working and I have to delete and install again and once I install,my phone number registration is never completed I have this same problem up until now. It just shows connecting over and over again and after a while it shows 'whatsapp service status unavailable' and it's really stressing me out, and I can't do anything about it. Please I need help!!!!!",1,6423,2.24.8.85,,,most_relevant,com.whatsapp,
d0f383ab-e60e-4a75-85c8-1d6fc67a49a7,ABDUR RAHMAAN Malek,https://play-lh.googleusercontent.com/a-/ALV-UjXnycTJht8QM1oXIYyVfRTFNfIqkQRT3S0ZfW7pSgc5TCLsaJnZWQ,The new updates and the latest integration of Meta AI are very unpleasant. The App has changed allot in a very short period (within a month). The previous version was perfect. Actually the version before the Channels were integrated! The bright neon green is painful to the eyes and the whole change in the layout is just NOT IT. Please change it back. Let's leave a messenger app as a messenger app and as minimalistic as possible. There are other Apps for AI and news etc.,1,233,2.24.8.85,,,most_relevant,com.whatsapp,
